,Var1,Var2,value
3103,CA.3OH.S,Valine,0.01
1666,Caproic.acid,bifidum,0.01
46,Caproic.acid,DHCA,0.01
7246,Caproic.acid,FoodGroupIntakeScore.Fish,0.01
5176,Caproic.acid,FoodGroupIntakeScore.Potatoes,0.01
6706,Caproic.acid,MacroNutrientsCalculation.TotalFatIntakeG,0.01
7876,Caproic.acid,TDCA,0.01
3689,CDCA,GUDCA,0.01
189,CDCA.3OH.S,bMCA,0.01
459,CDCA.3OH.S,DCA,0.01
726,DCA,CDCA.3OH.S,0.01
3966,DCA,pseudocatenulatum,0.01
2650,DCA.3OH.S,FoodGroupIntakeScore.Nuts,0.01
7330,DCA.3OH.S,MCA,0.01
4051,DHCA,Caproic.acid,0.01
5671,DHCA,FoodGroupIntakeScore.SaltySnacks,0.01
2971,DHCA,HCA,0.01
1711,DHCA,TCA,0.01
1420,FoodGroupIntakeScore...liveOil,FoodGroupIntakeScore.Eggs,0.01
5035,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.FullFatDairyProducts,0.01
5395,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.Poultry,0.01
5755,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.SaltySnacks,0.01
3875,FoodGroupIntakeScore.CoffeTea,adolescentis,0.01
4955,FoodGroupIntakeScore.CoffeTea,FoodGroupIntakeScore.FullFatDairyProducts,0.01
7835,FoodGroupIntakeScore.CoffeTea,TDCA,0.01
7817,FoodGroupIntakeScore.ColdCuts,FoodGroupIntakeScore.DietSoftDrinks,0.01
4217,FoodGroupIntakeScore.ColdCuts,TDHCA,0.01
627,FoodGroupIntakeScore.DietSoftDrinks,Acetic.Acid,0.01
6927,FoodGroupIntakeScore.DietSoftDrinks,FoodGroupIntakeScore.ColdCuts,0.01
4677,FoodGroupIntakeScore.DietSoftDrinks,Isobutyric.Acid,0.01
1977,FoodGroupIntakeScore.DietSoftDrinks,UDCA,0.01
556,FoodGroupIntakeScore.Eggs,Acetic.Acid,0.01
6226,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore...liveOil,0.01
5866,FoodGroupIntakeScore.Eggs,Methylbutyric.Acid,0.01
3166,FoodGroupIntakeScore.Eggs,THDCA,0.01
4131,FoodGroupIntakeScore.Fish,Caproic.acid,0.01
3681,FoodGroupIntakeScore.Fish,GUDCA,0.01
2601,FoodGroupIntakeScore.Fish,Leucine,0.01
3231,FoodGroupIntakeScore.Fish,THDCA,0.01
2689,FoodGroupIntakeScore.Fruits,FoodGroupIntakeScore.Nuts,0.01
2509,FoodGroupIntakeScore.Fruits,UDCA.3OH.S,0.01
7616,FoodGroupIntakeScore.FullFatDairyProducts,FoodGroupIntakeScore.Alcohol,0.01
416,FoodGroupIntakeScore.FullFatDairyProducts,FoodGroupIntakeScore.CoffeTea,0.01
5996,FoodGroupIntakeScore.FullFatDairyProducts,FoodGroupIntakeScore.Sweeteners,0.01
4379,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.Olives,0.01
6809,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.RedMeatAndProducts,0.01
5549,FoodGroupIntakeScore.Legumes,MacroNutrientsCalculation.TotalProteinIntakeG,0.01
1769,FoodGroupIntakeScore.Legumes,TCA,0.01
959,FoodGroupIntakeScore.Legumes,TUDCA,0.01
1555,FoodGroupIntakeScore.NonRefinedCereals,GDCA,0.01
4615,FoodGroupIntakeScore.NonRefinedCereals,Isobutyric.Acid,0.01
7855,FoodGroupIntakeScore.NonRefinedCereals,TDCA,0.01
3265,FoodGroupIntakeScore.NonRefinedCereals,THCA,0.01
3540,FoodGroupIntakeScore.Nuts,DCA.3OH.S,0.01
7050,FoodGroupIntakeScore.Nuts,FoodGroupIntakeScore.Fruits,0.01
5269,FoodGroupIntakeScore.Olives,FoodGroupIntakeScore.Legumes,0.01
4108,FoodGroupIntakeScore.Potatoes,Caproic.acid,0.01
6538,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.Sweets,0.01
7620,FoodGroupIntakeScore.Poultry,FoodGroupIntakeScore.Alcohol,0.01
7710,FoodGroupIntakeScore.Poultry,FoodGroupIntakeScore.Sauces,0.01
4740,FoodGroupIntakeScore.Poultry,PercentualTotalEnergyIntake.Carbohydrate,0.01
4200,FoodGroupIntakeScore.Poultry,TDHCA,0.01
5296,FoodGroupIntakeScore.RedMeatAndProducts,FoodGroupIntakeScore.Legumes,0.01
4756,FoodGroupIntakeScore.RedMeatAndProducts,PercentualTotalEnergyIntake.Carbohydrate,0.01
3934,FoodGroupIntakeScore.SaltySnacks,adolescentis,0.01
64,FoodGroupIntakeScore.SaltySnacks,DHCA,0.01
7624,FoodGroupIntakeScore.SaltySnacks,FoodGroupIntakeScore.Alcohol,0.01
7714,FoodGroupIntakeScore.SaltySnacks,FoodGroupIntakeScore.Sauces,0.01
6994,FoodGroupIntakeScore.SaltySnacks,FoodGroupIntakeScore.Vegetables,0.01
4024,FoodGroupIntakeScore.SaltySnacks,pseudocatenulatum,0.01
5396,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.Poultry,0.01
5756,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.SaltySnacks,0.01
5017,FoodGroupIntakeScore.Sweeteners,FoodGroupIntakeScore.FullFatDairyProducts,0.01
3037,FoodGroupIntakeScore.Sweeteners,HCA,0.01
5203,FoodGroupIntakeScore.Sweets,FoodGroupIntakeScore.Potatoes,0.01
3313,FoodGroupIntakeScore.Sweets,THCA,0.01
2773,FoodGroupIntakeScore.Sweets,TLCA,0.01
1164,FoodGroupIntakeScore.TotalSoftDrinks,breve,0.01
5748,FoodGroupIntakeScore.Vegetables,FoodGroupIntakeScore.SaltySnacks,0.01
190,GCA,bMCA,0.01
4240,GCA,Valeric.Acid,0.01
1832,GCDCA,GDHCA,0.01
5612,GCDCA,PercentualTotalEnergyIntake.Protein,0.01
1922,GCDCA,UDCA,0.01
4262,GCDCA,Valeric.Acid,0.01
2178,GDCA,FoodGroupIntakeScore.NonRefinedCereals,0.01
1188,GDCA,GLCA,0.01
4878,GDCA,longum.longum,0.01
2811,GDHCA,GCDCA,0.01
2262,GHCA,aMCA,0.01
3162,GHCA,THDCA,0.01
1544,GLCA,GDCA,0.01
7961,GUDCA,CDCA,0.01
7241,GUDCA,FoodGroupIntakeScore.Fish,0.01
34,HCA,DHCA,0.01
5974,HCA,FoodGroupIntakeScore.Sweeteners,0.01
4713,Heptanoic.Acid,PercentualTotalEnergyIntake.Carbohydrate,0.01
232,Isobutyric.Acid,bMCA,0.01
7792,Isobutyric.Acid,FoodGroupIntakeScore.DietSoftDrinks,0.01
2212,Isobutyric.Acid,FoodGroupIntakeScore.NonRefinedCereals,0.01
2715,Isovaleric.Acid,TLCA,0.01
1905,Isovaleric.Acid,UDCA,0.01
1733,LCA,TCA,0.01
4163,LCA,TDHCA,0.01
5078,LCA.S,Butyric.Acid,0.01
3809,Leucine,CA.3OH.S,0.01
7229,Leucine,FoodGroupIntakeScore.Fish,0.01
4709,Leucine,PercentualTotalEnergyIntake.Carbohydrate,0.01
4529,Leucine,TCDCA,0.01
1585,longum.longum,GDCA,0.01
7885,longum.longum,TDCA,0.01
4125,MacroNutrientsCalculation.TotalFatIntakeG,Caproic.acid,0.01
7905,MacroNutrientsCalculation.TotalFatIntakeG,TDCA,0.01
5282,MacroNutrientsCalculation.TotalProteinIntakeG,FoodGroupIntakeScore.Legumes,0.01
2332,MCA,aMCA,0.01
3592,MCA,DCA.3OH.S,0.01
1416,Methylbutyric.Acid,FoodGroupIntakeScore.Eggs,0.01
5363,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.Poultry,0.01
6803,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.RedMeatAndProducts,0.01
2933,PercentualTotalEnergyIntake.Carbohydrate,Heptanoic.Acid,0.01
2573,PercentualTotalEnergyIntake.Carbohydrate,Leucine,0.01
2853,PercentualTotalEnergyIntake.Protein,GCDCA,0.01
315,pseudocatenulatum,CA,0.01
495,pseudocatenulatum,DCA,0.01
5715,pseudocatenulatum,FoodGroupIntakeScore.SaltySnacks,0.01
20,TCA,DHCA,0.01
5240,TCA,FoodGroupIntakeScore.Legumes,0.01
2000,TCA,LCA,0.01
2571,TCDCA,Leucine,0.01
4138,TDCA,Caproic.acid,0.01
448,TDCA,FoodGroupIntakeScore.CoffeTea,0.01
2248,TDCA,FoodGroupIntakeScore.NonRefinedCereals,0.01
4948,TDCA,longum.longum,0.01
6748,TDCA,MacroNutrientsCalculation.TotalFatIntakeG,0.01
3917,TDHCA,adolescentis,0.01
1487,TDHCA,animalis.animalis,0.01
6887,TDHCA,FoodGroupIntakeScore.ColdCuts,0.01
5357,TDHCA,FoodGroupIntakeScore.Poultry,0.01
2027,TDHCA,LCA,0.01
1117,THCA,breve,0.01
2197,THCA,FoodGroupIntakeScore.NonRefinedCereals,0.01
6517,THCA,FoodGroupIntakeScore.Sweets,0.01
1386,THDCA,FoodGroupIntakeScore.Eggs,0.01
7236,THDCA,FoodGroupIntakeScore.Fish,0.01
1026,THDCA,GHCA,0.01
6511,TLCA,FoodGroupIntakeScore.Sweets,0.01
1291,TLCA,Isovaleric.Acid,0.01
1091,TUDCA,breve,0.01
5231,TUDCA,FoodGroupIntakeScore.Legumes,0.01
7762,UDCA,FoodGroupIntakeScore.DietSoftDrinks,0.01
2812,UDCA,GCDCA,0.01
1282,UDCA,Isovaleric.Acid,0.01
7048,UDCA.3OH.S,FoodGroupIntakeScore.Fruits,0.01
858,Valeric.Acid,GCA,0.01
2838,Valeric.Acid,GCDCA,0.01
1115,Valine,breve,0.01
3815,Valine,CA.3OH.S,0.01
3877,Acetic.Acid,adolescentis,0
584,adolescentis,Acetic.Acid,0
746,aMCA,CDCA.3OH.S,0
5336,aMCA,FoodGroupIntakeScore.Poultry,0
1286,aMCA,Isovaleric.Acid,0
7856,aMCA,TDCA,0
5777,animalis.animalis,FoodGroupIntakeScore.FruitJuices,0
1369,bifidum,FoodGroupIntakeScore.Eggs,0
3619,bifidum,GUDCA,0
4249,bifidum,Valeric.Acid,0
6843,bMCA,FoodGroupIntakeScore.ColdCuts,0
633,bMCA,FoodGroupIntakeScore.LowFatDairyProducts,0
4063,breve,Caproic.acid,0
5323,breve,FoodGroupIntakeScore.Poultry,0
4783,breve,PercentualTotalEnergyIntake.Fat,0
327,Butyric.Acid,CA,0
1407,Butyric.Acid,FoodGroupIntakeScore.Eggs,0
7077,Butyric.Acid,FoodGroupIntakeScore.Fruits,0
5367,Butyric.Acid,FoodGroupIntakeScore.Poultry,0
3027,Butyric.Acid,HCA,0
4467,Butyric.Acid,TaMCA,0
5044,CA,Butyric.Acid,0
7924,CA,CDCA,0
6934,CA,FoodGroupIntakeScore.Vegetables,0
3604,CA,GUDCA,0
2884,CA,Heptanoic.Acid,0
6124,CA,PercentualTotalEnergyIntake.Alcohol,0
3463,CA.3OH.S,HDCA,0
1126,Caproic.acid,breve,0
3016,Caproic.acid,HCA,0
2116,Caproic.acid,longum.infantis,0
359,CDCA,CA,0
7109,CDCA,FoodGroupIntakeScore.Fruits,0
5309,CDCA,FoodGroupIntakeScore.Legumes,0
5399,CDCA,FoodGroupIntakeScore.Poultry,0
2259,CDCA.3OH.S,aMCA,0
639,CDCA.3OH.S,FoodGroupIntakeScore.LowFatDairyProducts,0
5499,CDCA.3OH.S,MacroNutrientsCalculation.TotalProteinIntakeG,0
7839,CDCA.3OH.S,TDCA,0
1806,DCA,GDHCA,0
3426,DCA,HDCA,0
2886,DCA,Heptanoic.Acid,0
40,DCA.3OH.S,DHCA,0
5890,DCA.3OH.S,Methylbutyric.Acid,0
3511,DHCA,DCA.3OH.S,0
6391,DHCA,FoodGroupIntakeScore.RefinedCereals,0
6931,DHCA,FoodGroupIntakeScore.Vegetables,0
91,DHCA,Propionic.Acid,0
5740,FoodGroupIntakeScore...liveOil,FoodGroupIntakeScore.SaltySnacks,0
2950,FoodGroupIntakeScore...liveOil,Heptanoic.Acid,0
4660,FoodGroupIntakeScore...liveOil,Isobutyric.Acid,0
7465,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.RegularSoftDrinks,0
2965,FoodGroupIntakeScore.Alcohol,Heptanoic.Acid,0
6935,FoodGroupIntakeScore.CoffeTea,FoodGroupIntakeScore.Vegetables,0
257,FoodGroupIntakeScore.ColdCuts,bMCA,0
1607,FoodGroupIntakeScore.ColdCuts,GDCA,0
3047,FoodGroupIntakeScore.ColdCuts,HCA,0
5477,FoodGroupIntakeScore.ColdCuts,Isoleucine,0
4487,FoodGroupIntakeScore.ColdCuts,TaMCA,0
4577,FoodGroupIntakeScore.ColdCuts,TCDCA,0
7907,FoodGroupIntakeScore.ColdCuts,TDCA,0
1636,FoodGroupIntakeScore.Eggs,bifidum,0
5056,FoodGroupIntakeScore.Eggs,Butyric.Acid,0
2241,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.NonRefinedCereals,0
5661,FoodGroupIntakeScore.Fish,PercentualTotalEnergyIntake.Protein,0
1505,FoodGroupIntakeScore.FruitJuices,animalis.animalis,0
1865,FoodGroupIntakeScore.FruitJuices,GDHCA,0
1325,FoodGroupIntakeScore.FruitJuices,Isovaleric.Acid,0
6095,FoodGroupIntakeScore.FruitJuices,MacroNutrientsCalculation.TotalAlcoholIntakeG,0
5119,FoodGroupIntakeScore.Fruits,Butyric.Acid,0
7999,FoodGroupIntakeScore.Fruits,CDCA,0
889,FoodGroupIntakeScore.Fruits,GCA,0
2419,FoodGroupIntakeScore.Fruits,GCA.3OH.S,0
3139,FoodGroupIntakeScore.Fruits,Valine,0
3206,FoodGroupIntakeScore.FullFatDairyProducts,THDCA,0
7979,FoodGroupIntakeScore.Legumes,CDCA,0
6629,FoodGroupIntakeScore.Legumes,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0
4199,FoodGroupIntakeScore.Legumes,TDHCA,0
188,FoodGroupIntakeScore.LowFatDairyProducts,bMCA,0
728,FoodGroupIntakeScore.LowFatDairyProducts,CDCA.3OH.S,0
5858,FoodGroupIntakeScore.LowFatDairyProducts,Methylbutyric.Acid,0
7225,FoodGroupIntakeScore.NonRefinedCereals,FoodGroupIntakeScore.Fish,0
4639,FoodGroupIntakeScore.Olives,Isobutyric.Acid,0
6709,FoodGroupIntakeScore.Olives,MacroNutrientsCalculation.TotalFatIntakeG,0
5908,FoodGroupIntakeScore.Potatoes,Methylbutyric.Acid,0
2310,FoodGroupIntakeScore.Poultry,aMCA,0
1140,FoodGroupIntakeScore.Poultry,breve,0
5100,FoodGroupIntakeScore.Poultry,Butyric.Acid,0
7980,FoodGroupIntakeScore.Poultry,CDCA,0
6090,FoodGroupIntakeScore.Poultry,MacroNutrientsCalculation.TotalAlcoholIntakeG,0
5640,FoodGroupIntakeScore.Poultry,PercentualTotalEnergyIntake.Protein,0
4560,FoodGroupIntakeScore.Poultry,TCDCA,0
3136,FoodGroupIntakeScore.RedMeatAndProducts,Valine,0
72,FoodGroupIntakeScore.RefinedCereals,DHCA,0
7643,FoodGroupIntakeScore.RegularSoftDrinks,FoodGroupIntakeScore.Alcohol,0
7733,FoodGroupIntakeScore.RegularSoftDrinks,FoodGroupIntakeScore.Sauces,0
8093,FoodGroupIntakeScore.RegularSoftDrinks,GHDCA,0
6274,FoodGroupIntakeScore.SaltySnacks,FoodGroupIntakeScore...liveOil,0
3664,FoodGroupIntakeScore.SaltySnacks,GUDCA,0
7174,FoodGroupIntakeScore.SaltySnacks,Kidmed,0
7354,FoodGroupIntakeScore.SaltySnacks,MCA,0
6184,FoodGroupIntakeScore.SaltySnacks,PercentualTotalEnergyIntake.Alcohol,0
7466,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.RegularSoftDrinks,0
2966,FoodGroupIntakeScore.Sauces,Heptanoic.Acid,0
3493,FoodGroupIntakeScore.Sweets,HDCA,0
2861,FoodGroupIntakeScore.VegetableOils,GCDCA,0
2951,FoodGroupIntakeScore.VegetableOils,Heptanoic.Acid,0
348,FoodGroupIntakeScore.Vegetables,CA,0
78,FoodGroupIntakeScore.Vegetables,DHCA,0
438,FoodGroupIntakeScore.Vegetables,FoodGroupIntakeScore.CoffeTea,0
1968,FoodGroupIntakeScore.Vegetables,UDCA,0
7030,GCA,FoodGroupIntakeScore.Fruits,0
7120,GCA,Kidmed,0
2440,GCA,UDCA.3OH.S,0
7047,GCA.3OH.S,FoodGroupIntakeScore.Fruits,0
1917,GCA.3OH.S,UDCA,0
6332,GCDCA,FoodGroupIntakeScore.VegetableOils,0
2102,GCDCA,longum.infantis,0
4712,GCDCA,PercentualTotalEnergyIntake.Carbohydrate,0
6858,GDCA,FoodGroupIntakeScore.ColdCuts,0
1998,GDCA,LCA,0
2538,GDCA,Leucine,0
4518,GDCA,TCDCA,0
471,GDHCA,DCA,0
5781,GDHCA,FoodGroupIntakeScore.FruitJuices,0
7470,GHDCA,FoodGroupIntakeScore.RegularSoftDrinks,0
180,GHDCA,Propionic.Acid,0
1661,GUDCA,bifidum,0
311,GUDCA,CA,0
5711,GUDCA,FoodGroupIntakeScore.SaltySnacks,0
2921,GUDCA,Heptanoic.Acid,0
3371,GUDCA,LCA.S,0
5074,HCA,Butyric.Acid,0
4084,HCA,Caproic.acid,0
6874,HCA,FoodGroupIntakeScore.ColdCuts,0
6154,HCA,PercentualTotalEnergyIntake.Alcohol,0
3819,HDCA,CA.3OH.S,0
489,HDCA,DCA,0
6519,HDCA,FoodGroupIntakeScore.Sweets,0
303,Heptanoic.Acid,CA,0
483,Heptanoic.Acid,DCA,0
6243,Heptanoic.Acid,FoodGroupIntakeScore...liveOil,0
7593,Heptanoic.Acid,FoodGroupIntakeScore.Alcohol,0
7683,Heptanoic.Acid,FoodGroupIntakeScore.Sauces,0
6333,Heptanoic.Acid,FoodGroupIntakeScore.VegetableOils,0
3633,Heptanoic.Acid,GUDCA,0
1743,Heptanoic.Acid,TCA,0
6262,Isobutyric.Acid,FoodGroupIntakeScore...liveOil,0
4372,Isobutyric.Acid,FoodGroupIntakeScore.Olives,0
6901,Isoleucine,FoodGroupIntakeScore.ColdCuts,0
6181,Isoleucine,PercentualTotalEnergyIntake.Alcohol,0
2265,Isovaleric.Acid,aMCA,0
5775,Isovaleric.Acid,FoodGroupIntakeScore.FruitJuices,0
5750,Kidmed,FoodGroupIntakeScore.SaltySnacks,0
890,Kidmed,GCA,0
4040,Kidmed,pseudocatenulatum,0
7910,Kidmed,TDCA,0
1553,LCA,GDCA,0
3638,LCA.S,GUDCA,0
1559,Leucine,GDCA,0
3719,Leucine,longum.suillum,0
4074,longum.infantis,Caproic.acid,0
2814,longum.infantis,GCDCA,0
6594,longum.infantis,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0
1734,longum.infantis,TCA,0
2562,longum.suillum,Leucine,0
4452,longum.suillum,TaMCA,0
3282,longum.suillum,THCA,0
942,longum.suillum,TUDCA,0
5828,MacroNutrientsCalculation.TotalAlcoholIntakeG,FoodGroupIntakeScore.FruitJuices,0
5378,MacroNutrientsCalculation.TotalAlcoholIntakeG,FoodGroupIntakeScore.Poultry,0
7898,MacroNutrientsCalculation.TotalAlcoholIntakeG,TDCA,0
3128,MacroNutrientsCalculation.TotalAlcoholIntakeG,Valine,0
5294,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,FoodGroupIntakeScore.Legumes,0
2144,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,longum.infantis,0
974,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,TUDCA,0
4395,MacroNutrientsCalculation.TotalFatIntakeG,FoodGroupIntakeScore.Olives,0
3315,MacroNutrientsCalculation.TotalFatIntakeG,THCA,0
782,MacroNutrientsCalculation.TotalProteinIntakeG,CDCA.3OH.S,0
5752,MCA,FoodGroupIntakeScore.SaltySnacks,0
3576,Methylbutyric.Acid,DCA.3OH.S,0
696,Methylbutyric.Acid,FoodGroupIntakeScore.LowFatDairyProducts,0
5196,Methylbutyric.Acid,FoodGroupIntakeScore.Potatoes,0
339,PercentualTotalEnergyIntake.Alcohol,CA,0
5739,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.SaltySnacks,0
3039,PercentualTotalEnergyIntake.Alcohol,HCA,0
5469,PercentualTotalEnergyIntake.Alcohol,Isoleucine,0
1959,PercentualTotalEnergyIntake.Alcohol,UDCA,0
2843,PercentualTotalEnergyIntake.Carbohydrate,GCDCA,0
4193,PercentualTotalEnergyIntake.Carbohydrate,TDHCA,0
1134,PercentualTotalEnergyIntake.Fat,breve,0
7263,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.Fish,0
5373,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.Poultry,0
2,Propionic.Acid,DHCA,0
8012,Propionic.Acid,GHDCA,0
7155,pseudocatenulatum,Kidmed,0
4275,pseudocatenulatum,Valeric.Acid,0
5090,TaMCA,Butyric.Acid,0
6890,TaMCA,FoodGroupIntakeScore.ColdCuts,0
3740,TaMCA,longum.suillum,0
2900,TCA,Heptanoic.Acid,0
2090,TCA,longum.infantis,0
2450,TCA,UDCA.3OH.S,0
6891,TCDCA,FoodGroupIntakeScore.ColdCuts,0
5361,TCDCA,FoodGroupIntakeScore.Poultry,0
1581,TCDCA,GDCA,0
1941,TCDCA,UDCA,0
2338,TDCA,aMCA,0
808,TDCA,CDCA.3OH.S,0
6928,TDCA,FoodGroupIntakeScore.ColdCuts,0
7198,TDCA,Kidmed,0
6118,TDCA,MacroNutrientsCalculation.TotalAlcoholIntakeG,0
2518,TDCA,UDCA.3OH.S,0
5267,TDHCA,FoodGroupIntakeScore.Legumes,0
4727,TDHCA,PercentualTotalEnergyIntake.Carbohydrate,0
3727,THCA,longum.suillum,0
6697,THCA,MacroNutrientsCalculation.TotalFatIntakeG,0
4986,THDCA,FoodGroupIntakeScore.FullFatDairyProducts,0
3701,TUDCA,longum.suillum,0
6581,TUDCA,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0
6952,UDCA,FoodGroupIntakeScore.Vegetables,0
2362,UDCA,GCA.3OH.S,0
6142,UDCA,PercentualTotalEnergyIntake.Alcohol,0
4522,UDCA,TCDCA,0
838,UDCA.3OH.S,GCA,0
1738,UDCA.3OH.S,TCA,0
7858,UDCA.3OH.S,TDCA,0
3088,UDCA.3OH.S,Valine,0
1668,Valeric.Acid,bifidum,0
4008,Valeric.Acid,pseudocatenulatum,0
7055,Valine,FoodGroupIntakeScore.Fruits,0
6785,Valine,FoodGroupIntakeScore.RedMeatAndProducts,0
6065,Valine,MacroNutrientsCalculation.TotalAlcoholIntakeG,0
2465,Valine,UDCA.3OH.S,0
1627,Acetic.Acid,bifidum,-0.01
727,Acetic.Acid,CDCA.3OH.S,-0.01
6307,Acetic.Acid,FoodGroupIntakeScore.VegetableOils,-0.01
3697,Acetic.Acid,longum.suillum,-0.01
764,adolescentis,CDCA.3OH.S,-0.01
494,adolescentis,DCA,-0.01
1844,adolescentis,GDHCA,-0.01
5696,aMCA,FoodGroupIntakeScore.SaltySnacks,-0.01
5426,aMCA,Isoleucine,-0.01
4256,aMCA,Valeric.Acid,-0.01
1097,animalis.animalis,breve,-0.01
2177,animalis.animalis,FoodGroupIntakeScore.NonRefinedCereals,-0.01
1997,animalis.animalis,LCA,-0.01
6137,animalis.animalis,PercentualTotalEnergyIntake.Alcohol,-0.01
559,bifidum,Acetic.Acid,-0.01
4429,bifidum,TaMCA,-0.01
6753,bMCA,FoodGroupIntakeScore.RedMeatAndProducts,-0.01
4143,bMCA,TDHCA,-0.01
2433,bMCA,UDCA.3OH.S,-0.01
1453,breve,animalis.animalis,-0.01
643,breve,FoodGroupIntakeScore.LowFatDairyProducts,-0.01
5863,breve,Methylbutyric.Acid,-0.01
1903,breve,UDCA,-0.01
777,Butyric.Acid,CDCA.3OH.S,-0.01
7257,Butyric.Acid,FoodGroupIntakeScore.Fish,-0.01
687,Butyric.Acid,FoodGroupIntakeScore.LowFatDairyProducts,-0.01
5457,Butyric.Acid,Isoleucine,-0.01
3207,Butyric.Acid,THDCA,-0.01
1174,CA,GLCA,-0.01
5854,CA,Methylbutyric.Acid,-0.01
3553,CA.3OH.S,DCA.3OH.S,-0.01
5623,CA.3OH.S,PercentualTotalEnergyIntake.Protein,-0.01
1036,Caproic.acid,GHCA,-0.01
1216,Caproic.acid,GLCA,-0.01
4456,Caproic.acid,TaMCA,-0.01
6929,CDCA,FoodGroupIntakeScore.ColdCuts,-0.01
719,CDCA,FoodGroupIntakeScore.LowFatDairyProducts,-0.01
6839,CDCA,FoodGroupIntakeScore.RedMeatAndProducts,-0.01
1349,CDCA,Isovaleric.Acid,-0.01
7919,CDCA,TDCA,-0.01
1979,CDCA,UDCA,-0.01
549,CDCA.3OH.S,Acetic.Acid,-0.01
3879,CDCA.3OH.S,adolescentis,-0.01
5049,CDCA.3OH.S,Butyric.Acid,-0.01
4959,CDCA.3OH.S,FoodGroupIntakeScore.FullFatDairyProducts,-0.01
6759,CDCA.3OH.S,FoodGroupIntakeScore.RedMeatAndProducts,-0.01
2529,CDCA.3OH.S,Leucine,-0.01
4509,CDCA.3OH.S,TCDCA,-0.01
3876,DCA,adolescentis,-0.01
6846,DCA,FoodGroupIntakeScore.ColdCuts,-0.01
2076,DCA,longum.infantis,-0.01
3820,DCA.3OH.S,CA.3OH.S,-0.01
7510,DCA.3OH.S,FoodGroupIntakeScore.TotalSoftDrinks,-0.01
2380,DCA.3OH.S,GCA.3OH.S,-0.01
2020,DCA.3OH.S,LCA,-0.01
3061,DHCA,Valine,-0.01
430,FoodGroupIntakeScore...liveOil,FoodGroupIntakeScore.CoffeTea,-0.01
1870,FoodGroupIntakeScore...liveOil,GDHCA,-0.01
4405,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.Olives,-0.01
6215,FoodGroupIntakeScore.CoffeTea,FoodGroupIntakeScore...liveOil,-0.01
815,FoodGroupIntakeScore.CoffeTea,GCA,-0.01
8015,FoodGroupIntakeScore.CoffeTea,GHDCA,-0.01
1985,FoodGroupIntakeScore.CoffeTea,LCA,-0.01
3695,FoodGroupIntakeScore.CoffeTea,longum.suillum,-0.01
5585,FoodGroupIntakeScore.CoffeTea,PercentualTotalEnergyIntake.Protein,-0.01
7997,FoodGroupIntakeScore.ColdCuts,CDCA,-0.01
527,FoodGroupIntakeScore.ColdCuts,DCA,-0.01
2417,FoodGroupIntakeScore.ColdCuts,GCA.3OH.S,-0.01
2697,FoodGroupIntakeScore.DietSoftDrinks,FoodGroupIntakeScore.Nuts,-0.01
3327,FoodGroupIntakeScore.DietSoftDrinks,THCA,-0.01
5956,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.Sweeteners,-0.01
4696,FoodGroupIntakeScore.Eggs,PercentualTotalEnergyIntake.Carbohydrate,-0.01
5121,FoodGroupIntakeScore.Fish,Butyric.Acid,-0.01
711,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.LowFatDairyProducts,-0.01
7551,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.TotalSoftDrinks,-0.01
4221,FoodGroupIntakeScore.Fish,TDHCA,-0.01
4205,FoodGroupIntakeScore.FruitJuices,TDHCA,-0.01
4849,FoodGroupIntakeScore.Fruits,PercentualTotalEnergyIntake.Fat,-0.01
776,FoodGroupIntakeScore.FullFatDairyProducts,CDCA.3OH.S,-0.01
7346,FoodGroupIntakeScore.FullFatDairyProducts,MCA,-0.01
2579,FoodGroupIntakeScore.Legumes,Leucine,-0.01
3299,FoodGroupIntakeScore.Legumes,THCA,-0.01
1088,FoodGroupIntakeScore.LowFatDairyProducts,breve,-0.01
